,0
848,321.92424
849,0.0
850,0.0
851,648.01608
852,377.94305
853,-94.51415
854,779.86441
855,0.0
856,0.0
857,-131.72649
858,0.0
859,0.0
860,2236.83119
861,735.67667
862,-54.7391
863,-9.19424
864,-37.94751
865,-2.67425
866,178.00074
867,0.0
868,0.0
869,0.0
870,0.0
871,-113.71118
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,-33.25569
878,1763.23109
879,0.0
880,0.0
881,0.0
882,0.0
883,1477.96095
884,0.0
885,-117.67976
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,-9.03799
892,2227.58123
893,425.85742
894,55.5095
895,3271.24942
896,0.0
897,945.8506
898,0.0
899,0.0
900,-147.74138
901,1574.56883
902,-71.1298
903,-100.43595
904,1852.16199
905,0.0
906,963.3325
907,67.69966
908,3302.09926
909,0.0
910,1291.60504
911,0.0
912,0.0
913,0.0
914,0.0
915,-7.21392
916,0.0
917,161.28492
918,299.11327
919,75.2463
920,0.0
921,0.0
922,1278.11063
923,402.52971
924,349.98368
925,0.0
926,0.0
927,1223.46079
928,955.47327
929,0.0
930,2166.56992
931,0.0
932,0.0
933,-11.94937
934,-145.77167
935,0.0
936,0.0
937,0.0
938,42.28877
939,131.10423
940,2746.16206
941,-85.44511
942,0.0
943,0.0
944,-12.66585
945,0.0
946,0.0
947,0.0
948,20.35317
949,393.46205
950,0.0
951,2299.79454
952,0.0
953,-39.49645
954,0.0
955,-36.70095
956,294.35225
957,2654.84802
958,1834.54565
959,-101.00798
960,723.82168
961,305.6001
962,10295.62453
963,0.0
964,114.06975
965,0.0
966,-0.76689
967,2071.39394
968,0.0
969,0.0
970,-196.03922
971,0.0
972,-86.0828
973,1946.60311
974,349.48908
975,0.0
976,0.0
977,166.38837
978,0.0
979,3566.69673
980,0.0
981,0.0
982,164.12501
983,0.0
984,0.0
985,45.62336
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,185.5962
992,197.76349
993,0.0
994,154.61019
995,947.53627
996,324.71639
997,-56.75598
998,0.0
999,0.0
