,0
866,311.02295
867,237.1722
868,-225.2877
869,993.30819
870,-186.16559
871,1450.01229
872,7.02866
873,-39.19742
874,524.10182
875,41.1548
876,19.07383
877,0.0
878,308.09465
879,0.0
880,3062.64979
881,-148.13522
882,0.0
883,-147.63112
884,1654.65156
885,-45.85694
886,-161.43178
887,11.37804
888,883.8962
889,572.37348
890,980.51788
891,0.0
892,1483.23484
893,0.0
894,1261.62095
895,87.26876
896,-96.85186
897,-62.5921
898,554.24106
899,1256.91163
900,919.7428
901,0.0
902,542.84432
903,333.84695
904,-68.28823
905,-2.66715
906,-128.23602
907,-6.00142
908,-84.22822
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,596.73966
915,-163.57704
916,0.0
917,654.14486
918,-145.99107
919,0.0
920,0.0
921,0.0
922,185.16902
923,0.0
924,990.80612
925,2256.74965
926,3080.22031
927,0.0
928,137.18065
929,182.39151
930,1436.09407
931,4.10417
932,0.0
933,-47.76786
934,1159.00909
935,-221.28828
936,-147.01325
937,-164.52756
938,4.05384
939,92.05829
940,-64.64991
941,488.2127
942,212.60503
943,212.1905
944,2099.87067
945,1738.56533
946,169.90544
947,549.46384
948,56.94287
949,590.30576
950,1417.88884
951,2170.73153
952,0.0
953,5252.16444
954,2671.13525
955,-21.27123
956,31.47005
957,0.0
958,-62.59405
959,606.95532
960,1174.74226
961,0.0
962,1030.16067
963,-195.58795
964,0.0
965,0.0
966,880.3519
967,0.0
968,843.50227
969,920.07014
970,36.94974
971,-33.82696
972,1074.75369
973,1427.4587
974,-79.78739
975,1402.85656
976,-117.7671
977,-74.77784
978,85.97266
979,0.0
980,261.8891
981,0.0
982,2599.34778
983,1664.32489
984,-25.88028
985,548.63227
986,709.97445
987,510.23518
988,519.86364
989,486.49304
990,0.0
991,467.95694
992,353.85217
993,0.0
994,437.0813
995,266.17189
996,437.26823
997,447.54656
998,-125.45873
999,2136.65905
